"Time","{container=""POD"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pod04820779-9447-4d53-a7a3-da3d6244a882/a124adbc6c520567adfe77ba77ca8b846d61e6cd538fb91936378527d072a3cb"", image=""k8s.gcr.io/pause:3.4.1"", instance=""10.0.1.67:10250"", interface=""net2"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", name=""k8s_POD_oai-spgwu3-5fd5bb6d57-nn4mk_oai_04820779-9447-4d53-a7a3-da3d6244a882_0"", namespace=""oai"", node=""soc-worker3"", pod=""oai-spgwu3-5fd5bb6d57-nn4mk"", service=""kubelet""}","{container=""POD"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pod492d0d60-cbb4-47c8-a354-b180e4a1ebe4/fe6851ac0bd4b4d83447e757e3195802396c7277df682f7e7ff2800dfb3b47a4"", image=""k8s.gcr.io/pause:3.4.1"", instance=""10.0.1.67:10250"", interface=""net2"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", name=""k8s_POD_oai-spgwu-5fd5bb6d57-9b8wt_oai_492d0d60-cbb4-47c8-a354-b180e4a1ebe4_0"", namespace=""oai"", node=""soc-worker3"", pod=""oai-spgwu-5fd5bb6d57-9b8wt"", service=""kubelet""}","{container=""POD"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pod70cac05e-f479-4d49-808d-f67faed322ce/7dec4a0aade7d7aca5c79940ed7127867f2814cf4a98744b02ff229b7ce46bd6"", image=""k8s.gcr.io/pause:3.4.1"", instance=""10.0.1.67:10250"", interface=""net2"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", name=""k8s_POD_oai-spgwu2-5fd5bb6d57-b46rc_oai_70cac05e-f479-4d49-808d-f67faed322ce_0"", namespace=""oai"", node=""soc-worker3"", pod=""oai-spgwu2-5fd5bb6d57-b46rc"", service=""kubelet""}","{container=""POD"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pod899c0bfc-7700-4984-9828-5e6162425f97/39dc185b1d2bc07d5816e840cafd56bff2f917945a56fd12901b5e855767e3bd"", image=""k8s.gcr.io/pause:3.4.1"", instance=""10.0.1.67:10250"", interface=""net2"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", name=""k8s_POD_oai-spgwu4-5fd5bb6d57-nnmmz_oai_899c0bfc-7700-4984-9828-5e6162425f97_0"", namespace=""oai"", node=""soc-worker3"", pod=""oai-spgwu4-5fd5bb6d57-nnmmz"", service=""kubelet""}","{container=""POD"", endpoint=""https-metrics"", id=""/kubepods/besteffort/pode7454948-7afa-4fbc-b15e-5cf3288f924c/ea7c3dcd55bcaf20fce439a8643fa102203f908d5342572ea748436e2bcd4032"", image=""k8s.gcr.io/pause:3.4.1"", instance=""10.0.1.67:10250"", interface=""net2"", job=""kubelet"", metrics_path=""/metrics/cadvisor"", name=""k8s_POD_oai-spgwu5-5fd5bb6d57-b4trx_oai_e7454948-7afa-4fbc-b15e-5cf3288f924c_0"", namespace=""oai"", node=""soc-worker3"", pod=""oai-spgwu5-5fd5bb6d57-b4trx"", service=""kubelet""}"
2022-07-24 18:52:15,44.8,52.0,42.8,55.3,49.9
2022-07-24 18:52:30,62.6,60.5,77.6,63.8,42.9
2022-07-24 18:52:45,62.6,60.5,77.6,63.8,42.9
2022-07-24 18:53:00,67.5,56.6,40.6,59.3,102
2022-07-24 18:53:15,67.5,56.6,40.6,59.3,102
2022-07-24 18:53:30,91.7,86.4,93.6,68.7,79.7
2022-07-24 18:53:45,91.7,86.4,93.6,68.7,79.7
2022-07-24 18:54:00,73.6,87.7,66.1,88.2,53.9
2022-07-24 18:54:15,73.6,87.7,66.1,88.2,53.9
2022-07-24 18:54:30,116,81.5,98.9,116,98.7
2022-07-24 18:54:45,116,81.5,98.9,116,98.7
2022-07-24 18:55:00,93.6,108,114,89.3,94.3
2022-07-24 18:55:15,93.6,108,114,89.3,94.3
2022-07-24 18:55:30,95.3,92.2,95.4,96.4,132
2022-07-24 18:55:45,95.3,92.2,95.4,96.4,132
2022-07-24 18:56:00,94.1,81.5,105,100,82.5
2022-07-24 18:56:15,94.1,81.5,105,100,82.5
2022-07-24 18:56:30,107,92.2,88.7,95.0,83.1
2022-07-24 18:56:45,107,92.2,88.7,95.0,83.1
2022-07-24 18:57:00,81.5,125,70.4,78.5,89.6
2022-07-24 18:57:15,81.5,125,70.4,78.5,89.6
2022-07-24 18:57:30,90.8,83.5,119,102,117
2022-07-24 18:57:45,90.8,83.5,119,102,117
2022-07-24 18:58:00,102,76.8,112,88.4,104
2022-07-24 18:58:15,102,76.8,112,88.4,104
2022-07-24 18:58:30,106,117,97.1,127,105
2022-07-24 18:58:45,106,117,97.1,127,105
2022-07-24 18:59:00,107,144,72.6,115,99.9
2022-07-24 18:59:15,107,144,72.6,115,99.9
2022-07-24 18:59:30,110,59.7,145,98.1,97.9
2022-07-24 18:59:45,110,59.7,145,98.1,97.9
2022-07-24 19:00:00,112,109,79.5,91.4,101
2022-07-24 19:00:15,112,109,79.5,91.4,101
2022-07-24 19:00:30,65.2,108,126,73.1,100
2022-07-24 19:00:45,65.2,108,126,73.1,100
2022-07-24 19:01:00,99.0,113,62.1,115,113
2022-07-24 19:01:15,99.0,113,62.1,115,113
2022-07-24 19:01:30,133,89.7,105,102,98.6
2022-07-24 19:01:45,134,89.7,105,102,98.6
2022-07-24 19:02:00,60.4,122,131,130,83.9
2022-07-24 19:02:15,60.4,122,131,130,83.9
2022-07-24 19:02:30,127,113,113,101,89.5
2022-07-24 19:02:45,127,113,113,101,89.5
2022-07-24 19:03:00,117,93.7,65.0,107,108
2022-07-24 19:03:15,117,93.7,65.0,107,108
2022-07-24 19:03:30,77.5,63.6,96.6,105,150
2022-07-24 19:03:45,77.5,63.6,96.6,105,150
2022-07-24 19:04:00,124,116,119,96.0,88.7
2022-07-24 19:04:15,125,116,119,96,88.7
2022-07-24 19:04:30,76.6,103,112,63.4,97.5
2022-07-24 19:04:45,76.6,103,112,63.4,97.5
2022-07-24 19:05:00,95.3,92.5,44.0,90.2,69.8
2022-07-24 19:05:15,95.3,92.5,44,90.2,69.8
2022-07-24 19:05:30,72.6,74.7,88.4,91.2,92.0
2022-07-24 19:05:45,72.6,74.7,88.4,91.2,92.0
2022-07-24 19:06:00,79.8,82.0,97.9,73.2,47.4
2022-07-24 19:06:15,79.8,82.0,97.9,73.2,47.4
2022-07-24 19:06:30,74.3,66.5,84.6,88.0,94.4
2022-07-24 19:06:45,74.3,66.5,84.6,88.0,94.4
2022-07-24 19:07:00,104,85.5,81.3,59.4,79.3
2022-07-24 19:07:15,104,85.5,81.3,59.4,79.3
2022-07-24 19:07:30,37.5,66.1,73.2,96.3,75.7
2022-07-24 19:07:45,37.5,66.1,73.2,96.3,75.7
2022-07-24 19:08:00,90.4,81.4,79.3,83.3,75.2
2022-07-24 19:08:15,90.4,81.4,79.3,83.3,75.2
2022-07-24 19:08:30,83.9,62.3,53.7,37.0,63.3
2022-07-24 19:08:45,83.9,62.3,53.7,37,63.3
2022-07-24 19:09:00,30.6,57.6,34.1,72.3,54.6
2022-07-24 19:09:15,30.6,57.6,34.1,72.3,54.6
2022-07-24 19:09:30,52.8,39.9,67.3,41.4,38.6
2022-07-24 19:09:45,52.8,39.9,67.3,41.4,38.6
2022-07-24 19:10:00,39.6,37.4,46.3,39.8,44.9
2022-07-24 19:10:15,39.6,37.4,46.3,39.8,44.9
2022-07-24 19:10:30,41.7,57.7,38.5,40.1,42.7
2022-07-24 19:10:45,41.7,57.7,38.5,40.1,42.7
2022-07-24 19:11:00,45.9,41.8,24.8,43.2,43.6
2022-07-24 19:11:15,45.9,41.8,24.8,43.2,43.6
2022-07-24 19:11:30,39.0,23.0,39.8,35.9,37.2
2022-07-24 19:11:45,39.0,23.0,39.8,35.9,37.2
2022-07-24 19:12:00,37.4,46.6,41.4,18.3,18.0
2022-07-24 19:12:15,37.4,46.6,41.4,18.3,18
2022-07-24 19:12:30,32.5,25.4,29.8,41.9,37.9
2022-07-24 19:12:45,32.5,25.4,29.8,41.9,37.9
2022-07-24 19:13:00,18.7,27.2,36.3,29.2,44.1
2022-07-24 19:13:15,18.7,27.2,36.3,29.2,44.1
2022-07-24 19:13:30,37.9,31.4,13.6,38.2,16.4
2022-07-24 19:13:45,37.9,31.4,13.6,38.2,16.4
2022-07-24 19:14:00,28.6,29.9,33.9,31.4,37.1
2022-07-24 19:14:15,28.6,29.9,33.9,31.4,37.1
2022-07-24 19:14:30,28.5,38.1,34.3,35.9,40.5
2022-07-24 19:14:45,28.5,38.1,34.3,35.9,40.5
2022-07-24 19:15:00,36.5,34.4,48.0,21.0,43.5
2022-07-24 19:15:15,36.5,34.4,48.0,21,43.5
2022-07-24 19:15:30,37.9,38.5,36.7,40.1,42.6
2022-07-24 19:15:45,37.9,38.5,36.7,40.1,42.6
2022-07-24 19:16:00,77.2,53.9,58.3,58.3,53.1
2022-07-24 19:16:15,77.2,53.9,58.3,58.3,53.1
2022-07-24 19:16:30,27.5,77.0,66.6,80.3,56.5
2022-07-24 19:16:45,27.5,77,66.6,80.3,56.5
2022-07-24 19:17:00,132,84.1,58.3,92.4,102
2022-07-24 19:17:15,132,84.1,58.3,92.4,102
2022-07-24 19:17:30,68.8,83.6,119,72.3,77.6
2022-07-24 19:17:45,68.8,83.6,119,72.3,77.6
2022-07-24 19:18:00,84.3,115,110,103,107
2022-07-24 19:18:15,84.3,115,110,103,107
2022-07-24 19:18:30,116,114,59.1,111,60.3
2022-07-24 19:18:45,116,114,59.1,111,60.3
2022-07-24 19:19:00,111,47.3,158,87.4,113
2022-07-24 19:19:15,111,47.3,158,87.4,113
2022-07-24 19:19:30,90.9,149,83.7,110,85.0
2022-07-24 19:19:45,90.9,149,83.7,110,85
2022-07-24 19:20:00,90.3,97.9,66.8,101,128
2022-07-24 19:20:15,90.3,97.9,66.8,101,128
2022-07-24 19:20:30,120,89.9,123,101,92.6
2022-07-24 19:20:45,120,89.9,123,102,92.6
2022-07-24 19:21:00,103,126,110,125,105
2022-07-24 19:21:15,103,126,110,125,105
2022-07-24 19:21:30,103,123,114,62.3,122
2022-07-24 19:21:45,103,123,114,62.3,122
2022-07-24 19:22:00,125,55.7,142,124,120
2022-07-24 19:22:15,125,55.7,142,124,120
2022-07-24 19:22:30,106,107,104,139,140
2022-07-24 19:22:45,107,107,104,139,140
2022-07-24 19:23:00,100,143,96.6,113,112
2022-07-24 19:23:15,100,143,96.6,113,112
2022-07-24 19:23:30,156,113,113,134,101
2022-07-24 19:23:45,156,113,113,134,101
2022-07-24 19:24:00,82.7,115,110,60.6,105
2022-07-24 19:24:15,82.7,115,110,60.6,105
2022-07-24 19:24:30,103,106,119,140,92.2
2022-07-24 19:24:45,104,106,119,140,92.2
2022-07-24 19:25:00,102,99.2,93.9,98.4,103
2022-07-24 19:25:15,102,99.2,93.9,98.4,103
2022-07-24 19:25:30,120,125,87.0,121,121
2022-07-24 19:25:45,120,125,87.0,121,121
2022-07-24 19:26:00,88.2,86.9,110,91.9,108
2022-07-24 19:26:15,88.2,86.9,110,91.9,108
2022-07-24 19:26:30,105,117,107,106,75.9
2022-07-24 19:26:45,105,117,107,106,75.9
2022-07-24 19:27:00,112,59.7,87.4,79.4,87.9
2022-07-24 19:27:15,112,59.7,87.4,79.4,87.9
2022-07-24 19:27:30,94.1,111,80.8,116,140
2022-07-24 19:27:45,94.1,111,80.8,116,140
2022-07-24 19:28:00,75.9,108,111,94.3,88.5
2022-07-24 19:28:15,75.9,108,111,94.3,88.5
2022-07-24 19:28:30,109,84.1,99.9,53.0,56.7
2022-07-24 19:28:45,109,84.1,99.9,53.0,56.7
2022-07-24 19:29:00,67.7,81.1,80.8,98.1,90.6
2022-07-24 19:29:15,67.7,81.1,80.8,98.1,90.6
2022-07-24 19:29:30,109,96.9,104,58.4,92.3
2022-07-24 19:29:45,109,96.9,104,58.4,92.3
2022-07-24 19:30:00,77.4,77.3,80.5,132,83.7
2022-07-24 19:30:15,77.4,77.3,80.5,132,83.7
2022-07-24 19:30:30,50.9,92.3,72.8,93.7,90.8
2022-07-24 19:30:45,50.9,92.3,72.8,93.7,90.8
2022-07-24 19:31:00,87.9,71.3,89.6,61.4,72.4
2022-07-24 19:31:15,87.9,71.3,89.6,61.4,72.4
2022-07-24 19:31:30,74.2,75.6,47.1,66.7,75.9
2022-07-24 19:31:45,74.2,75.6,47.1,66.7,75.9
2022-07-24 19:32:00,70.6,76.8,77.6,79.8,74.3
2022-07-24 19:32:15,70.6,76.8,77.6,79.8,74.3
2022-07-24 19:32:30,86.6,60.9,92.8,71.1,55.4
2022-07-24 19:32:45,86.6,60.9,92.8,71.1,55.4
2022-07-24 19:33:00,69.0,67.2,39.4,64.2,70.4
2022-07-24 19:33:15,69.0,67.2,39.4,64.2,70.4
2022-07-24 19:33:30,60.0,60.8,73.1,58.8,65.5
2022-07-24 19:33:45,60.0,60.8,73.1,58.8,65.5
2022-07-24 19:34:00,47.3,38.5,59.5,56.4,57.8
2022-07-24 19:34:15,47.3,38.5,59.5,56.4,57.8
2022-07-24 19:34:30,54.4,61.8,51.3,37.4,52.1
2022-07-24 19:34:45,54.4,61.8,51.3,37.4,52.1
2022-07-24 19:35:00,42.4,54.6,47.0,65.2,33.5
2022-07-24 19:35:15,42.4,54.6,47,65.2,33.5
2022-07-24 19:35:30,38.4,43.0,40.8,39.4,62.1
2022-07-24 19:35:45,38.4,43.0,40.8,39.4,62.1
2022-07-24 19:36:00,39.6,22.0,44.2,39.8,37.8
2022-07-24 19:36:15,39.6,22,44.2,39.8,37.8
2022-07-24 19:36:30,46.7,52.2,19.9,25.7,46.5
2022-07-24 19:36:45,46.7,52.2,19.9,25.7,46.5
2022-07-24 19:37:00,37.3,47.3,43.6,39.6,25.7
2022-07-24 19:37:15,37.3,47.3,43.6,39.6,25.7
2022-07-24 19:37:30,41.9,27.9,52.9,49.5,45.3
2022-07-24 19:37:45,41.9,27.9,52.9,49.5,45.3
2022-07-24 19:38:00,38.1,29.7,27.2,30.6,27.4
2022-07-24 19:38:15,38.1,29.7,27.2,30.6,27.4
2022-07-24 19:38:30,17.9,38.3,40.0,30.7,39.2
2022-07-24 19:38:45,17.9,38.3,40.0,30.7,39.2
2022-07-24 19:39:00,53.2,45.2,34.7,33.5,42.3
2022-07-24 19:39:15,53.2,45.2,34.7,33.5,42.3
2022-07-24 19:39:30,36.8,24.3,37.0,37.6,32.4
2022-07-24 19:39:45,36.8,24.3,37.0,37.6,32.4
2022-07-24 19:40:00,23.9,57.7,25.6,36.7,43.6
2022-07-24 19:40:15,23.9,57.7,25.6,36.7,43.6
2022-07-24 19:40:30,76.2,29.7,71.1,56.0,57.5
2022-07-24 19:40:45,76.2,29.7,71.1,56.0,57.5
2022-07-24 19:41:00,54.8,77.2,26.7,60.0,50.6
2022-07-24 19:41:15,54.8,77.2,26.7,60.0,50.6
2022-07-24 19:41:30,48.0,84.0,81.9,79.2,80.4
2022-07-24 19:41:45,48,84.0,81.9,79.2,80.4
2022-07-24 19:42:00,108,42.2,96.7,97.8,48.3
2022-07-24 19:42:15,108,42.2,96.7,97.8,48.3
2022-07-24 19:42:30,94.5,96.8,95.8,67.9,116
2022-07-24 19:42:45,94.5,96.8,95.8,67.9,116
2022-07-24 19:43:00,66.5,125,75.0,109,89.1
2022-07-24 19:43:15,66.5,125,75.0,109,89.1
2022-07-24 19:43:30,110,87.9,71.2,63.4,76.7
2022-07-24 19:43:45,110,87.9,71.2,63.4,76.7
2022-07-24 19:44:00,81.3,73.8,93.1,101,94.7
2022-07-24 19:44:15,81.3,73.8,93.1,101,94.7
2022-07-24 19:44:30,101,102,147,66.4,124
2022-07-24 19:44:45,101,102,147,66.4,124
2022-07-24 19:45:00,94.9,82.5,63.6,158,99.4
2022-07-24 19:45:15,94.9,82.5,63.6,158,99.4
2022-07-24 19:45:30,108,121,107,94.9,95.2
2022-07-24 19:45:45,108,121,107,94.9,95.2
2022-07-24 19:46:00,97.9,112,109,94.2,105
2022-07-24 19:46:15,97.9,112,109,94.2,105
2022-07-24 19:46:30,125,103,119,107,67.2
2022-07-24 19:46:45,125,103,119,107,67.2
2022-07-24 19:47:00,99.5,65.1,114,67.6,104
2022-07-24 19:47:15,99.5,65.1,114,67.6,104
2022-07-24 19:47:30,114,150,107,107,109
2022-07-24 19:47:45,114,150,107,107,109
2022-07-24 19:48:00,96.5,95.7,57.9,140,97.5
2022-07-24 19:48:15,96.5,95.7,57.9,141,97.5
2022-07-24 19:48:30,78.5,74.4,102,108,106
2022-07-24 19:48:45,78.5,74.4,102,108,106
2022-07-24 19:49:00,100,106,109,84.0,113
2022-07-24 19:49:15,100,106,109,84,113
2022-07-24 19:49:30,114,57.4,117,98.4,99.3
2022-07-24 19:49:45,114,57.4,117,98.4,99.3
2022-07-24 19:50:00,99.3,152,92.4,49.5,94.2
2022-07-24 19:50:15,99.3,152,92.4,49.5,94.2
2022-07-24 19:50:30,56.3,77.1,86.6,125,112
2022-07-24 19:50:45,56.3,77.1,86.6,125,112
2022-07-24 19:51:00,120,101,96.5,108,62.2
2022-07-24 19:51:15,120,101,96.5,108,62.2
2022-07-24 19:51:30,127,97.6,145,120,116
2022-07-24 19:51:45,127,97.6,146,120,116
2022-07-24 19:52:00,103,159,73.8,91.4,160
2022-07-24 19:52:15,103,159,73.8,91.4,160
2022-07-24 19:52:30,107,38.5,116,137,61.7
2022-07-24 19:52:45,107,38.5,116,137,61.7
2022-07-24 19:53:00,104,160,100,76.8,114
2022-07-24 19:53:15,104,160,100,76.8,114
2022-07-24 19:53:30,81.6,42.1,76.6,52.2,95.4
2022-07-24 19:53:45,81.6,42.1,76.6,52.2,95.4
2022-07-24 19:54:00,72.8,101,94.0,119,70.0
2022-07-24 19:54:15,72.8,101,94.0,119,70.0
2022-07-24 19:54:30,67.4,89.6,79.6,75.5,79.8
2022-07-24 19:54:45,67.4,89.6,79.6,75.5,79.8
2022-07-24 19:55:00,95.5,92.8,87.1,80.7,77.9
2022-07-24 19:55:15,95.5,92.8,87.1,80.7,77.9
2022-07-24 19:55:30,79.2,50.3,68.7,86.8,90.5
2022-07-24 19:55:45,79.2,50.3,68.7,86.8,90.5
2022-07-24 19:56:00,93.8,116,88.0,82.9,76.0
2022-07-24 19:56:15,93.8,116,88.0,82.9,76.0
2022-07-24 19:56:30,61.1,51.5,81.8,72.7,88.5
2022-07-24 19:56:45,61.1,51.5,81.8,72.7,88.5
2022-07-24 19:57:00,62.3,71.7,66.2,58.1,42.0
2022-07-24 19:57:15,62.3,71.7,66.2,58.1,42.0
2022-07-24 19:57:30,62.5,43.9,33.6,75.7,66.3
2022-07-24 19:57:45,62.5,43.9,33.6,75.7,66.3
2022-07-24 19:58:00,54.7,74.4,52.0,27.4,52.7
2022-07-24 19:58:15,54.7,74.4,52.0,27.4,52.7
2022-07-24 19:58:30,49.9,26.9,68.4,71.4,48.2
2022-07-24 19:58:45,49.9,26.9,68.4,71.4,48.2
2022-07-24 19:59:00,49.3,53.2,42.2,28.4,50.4
2022-07-24 19:59:15,49.3,53.2,42.2,28.4,50.4
2022-07-24 19:59:30,36.7,38.3,19.2,47.9,48.1
2022-07-24 19:59:45,36.7,38.3,19.2,47.9,48.1
2022-07-24 20:00:00,39.5,38.6,43.7,40.5,22.6
2022-07-24 20:00:15,39.5,38.6,43.7,40.5,22.6
2022-07-24 20:00:30,30.6,34.8,35.4,34.9,46.4
2022-07-24 20:00:45,30.6,34.8,35.4,34.9,46.4
2022-07-24 20:01:00,32.9,35.6,34.7,26.1,37.2
2022-07-24 20:01:15,32.9,35.6,34.7,26.1,37.2
2022-07-24 20:01:30,38.5,38.1,34.6,28.2,34.2
2022-07-24 20:01:45,38.5,38.1,34.6,28.2,34.2
2022-07-24 20:02:00,28.4,34.5,32.5,41.7,32.9
2022-07-24 20:02:15,28.4,34.5,32.5,41.7,32.9
2022-07-24 20:02:30,40.5,32.1,44.0,30.8,29.3
2022-07-24 20:02:45,40.5,32.1,44,30.8,29.3
2022-07-24 20:03:00,30.0,25.1,17.8,32.3,31.4
2022-07-24 20:03:15,30.0,25.1,17.8,32.3,31.4
2022-07-24 20:03:30,19.9,42.3,34.1,33.3,37.1
2022-07-24 20:03:45,19.9,42.3,34.1,33.3,37.1
2022-07-24 20:04:00,41.5,31.0,36.6,37.4,27.9
2022-07-24 20:04:15,41.5,31.0,36.6,37.4,27.9
2022-07-24 20:04:30,39.4,41.7,44.7,39.4,28.3
2022-07-24 20:04:45,39.4,41.7,44.7,39.4,28.3
2022-07-24 20:05:00,49.5,33.5,57.7,52.7,66.1
2022-07-24 20:05:15,49.5,33.5,57.7,52.7,66.1
2022-07-24 20:05:30,64.6,66.3,50.6,64.5,71.3
2022-07-24 20:05:45,64.6,66.3,50.6,64.5,71.3
2022-07-24 20:06:00,69.4,94.1,74.5,48.7,44.7
2022-07-24 20:06:15,69.4,94.1,74.5,48.7,44.7
2022-07-24 20:06:30,85.2,67.6,74.6,86.7,112
2022-07-24 20:06:45,85.2,67.6,74.6,86.7,113
2022-07-24 20:07:00,75.5,103,98.4,123,88.8
2022-07-24 20:07:15,75.5,103,98.4,123,88.8
2022-07-24 20:07:30,94.6,66.5,83.6,53.3,47.8
2022-07-24 20:07:45,94.6,66.5,83.6,53.3,47.8
2022-07-24 20:08:00,82.6,90.2,94.3,104,91.7
2022-07-24 20:08:15,82.6,90.2,94.3,104,91.7
2022-07-24 20:08:30,90.5,122,86.7,92.8,113
2022-07-24 20:08:45,90.5,122,86.7,92.8,113
2022-07-24 20:09:00,86.8,59.2,107,120,86.8
2022-07-24 20:09:15,86.8,59.2,107,120,86.8
2022-07-24 20:09:30,136,108,111,56.5,108
2022-07-24 20:09:45,136,108,111,56.5,108
2022-07-24 20:10:00,95.6,87.8,93.0,140,113
2022-07-24 20:10:15,95.6,87.8,93.0,140,113
2022-07-24 20:10:30,79.6,102,89.1,93.8,100
2022-07-24 20:10:45,79.6,102,89.1,93.8,100
2022-07-24 20:11:00,121,145,73.5,91.1,99.0
2022-07-24 20:11:15,121,145,73.5,91.1,99.0
2022-07-24 20:11:30,103,95.1,136,98.8,104
2022-07-24 20:11:45,103,95.1,136,98.8,104
2022-07-24 20:12:00,111,117,107,96.5,135
2022-07-24 20:12:15,111,117,107,96.5,135
2022-07-24 20:12:30,121,103,134,155,72.8
2022-07-24 20:12:45,121,103,134,155,72.8
2022-07-24 20:13:00,133,114,62.4,105,117
2022-07-24 20:13:15,133,114,62.4,105,117
2022-07-24 20:13:30,71.7,126,169,69.4,110
2022-07-24 20:13:45,71.7,126,169,69.4,110
2022-07-24 20:14:00,106,101,58.2,119,121
2022-07-24 20:14:15,106,101,58.2,119,121
2022-07-24 20:14:30,122,43.9,112,119,101
2022-07-24 20:14:45,122,43.9,112,119,101
2022-07-24 20:15:00,121,172,150,126,120
2022-07-24 20:15:15,121,172,150,126,120
2022-07-24 20:15:30,59.9,73.6,104,90.9,108
2022-07-24 20:15:45,59.9,73.6,104,90.9,108
2022-07-24 20:16:00,116,99.5,93.5,112,55.4
2022-07-24 20:16:15,116,99.5,93.5,112,55.4
2022-07-24 20:16:30,96.4,87.0,61.0,53.8,130
2022-07-24 20:16:45,96.4,87,61.0,53.8,130
2022-07-24 20:17:00,101,97.6,78.7,87.4,81.6
2022-07-24 20:17:15,101,97.6,78.7,87.4,81.6
2022-07-24 20:17:30,71.7,98.6,104,104,102
2022-07-24 20:17:45,71.7,98.6,104,104,102
2022-07-24 20:18:00,120,106,96.6,121,64.8
2022-07-24 20:18:15,120,106,96.6,121,64.8
2022-07-24 20:18:30,89.1,86.2,109,58.6,71.1
2022-07-24 20:18:45,89.1,86.2,109,58.6,71.1
2022-07-24 20:19:00,75.4,57.9,72.9,87.6,118
2022-07-24 20:19:15,75.4,57.9,72.9,87.6,118
2022-07-24 20:19:30,38.8,83.2,68.6,100.0,84.5
2022-07-24 20:19:45,38.8,83.2,68.6,100.0,84.5
2022-07-24 20:20:00,110,65.9,88.6,51.9,74.6
2022-07-24 20:20:15,110,65.9,88.6,51.9,74.6
2022-07-24 20:20:30,67.7,88.2,72.6,65.7,74.8
2022-07-24 20:20:45,67.7,88.2,72.6,65.7,74.8
2022-07-24 20:21:00,54.2,84.1,52.1,85.4,51.1
2022-07-24 20:21:15,54.2,84.1,52.1,85.4,51.1
2022-07-24 20:21:30,87.1,32.4,72.4,66.6,76.1
2022-07-24 20:21:45,87.1,32.4,72.4,66.6,76.1
2022-07-24 20:22:00,30.3,53.2,37.3,32.9,28.2
2022-07-24 20:22:15,30.3,53.2,37.3,32.9,28.2
2022-07-24 20:22:30,0.300,0.367,0.567,0.600,0.667
2022-07-24 20:22:45,0.300,0.367,0.567,0.600,0.667
2022-07-24 20:23:00,0.633,0.600,0.500,0.667,0.567
2022-07-24 20:23:15,0.633,0.600,0.500,0.667,0.567

